,Topt,Topt_std,Length,Tm,Tm_std,T90,dCpt,dCpt_std,topt_source,TmTag
P62617,313.086158,10,159,328.717325,7.588735,,-4122.397613484969,1000,predicted,Mean
Q46893,313.9193138905937,10,236,338.522141210807,4.07,,-4225.687652481998,1000,predicted,Exp
P0AB77,311.9573834296,10,398,327.18076429,4.07,331.45,-3523.600798965178,1000,predicted,Exp
P26281,303.96615799999995,10,159,328.717325,7.588735,,-4178.444775234962,1000,experimental,Mean
Q6BF16,314.60615799999994,10,205,328.717325,7.588735,,-3511.7164847209174,1000,predicted,Mean
P31459,313.086158,10,292,328.717325,7.588735,,-4658.023425204263,1000,predicted,Mean
P37647,314.64239667237086,10,309,328.868319468212,4.07,,-4046.5437075183463,1000,predicted,Exp
P0A715,311.66696808959995,10,284,319.63736704,4.07,320.95,-2582.8427303328235,1000,predicted,Exp
P0A9J4,312.86096748136805,10,303,327.779031172367,4.07,,-3866.0281484795514,1000,predicted,Exp
P0ABQ2,314.7842152286234,10,294,332.625896785931,4.07,,-3225.961061185726,1000,predicted,Exp
P77161,311.566158,10,292,328.717325,7.588735,,-3824.751696326015,1000,predicted,Mean
P77044,311.566158,10,288,328.717325,7.588735,,-4166.25245948429,1000,predicted,Mean
P30140,313.086158,10,377,328.717325,7.588735,,-2737.964047685248,1000,predicted,Mean
P09151,311.8533345344,10,523,323.58056056,4.07,327.21666667,-2378.2341965618734,1000,predicted,Exp
P0A712,316.7599677,10,327,328.717325,7.588735,,-5773.2657381434665,1000,BullShit,Mean
P77608,310.046158,10,269,328.717325,7.588735,,-4148.6678145915275,1000,predicted,Mean
P77243,312.90854965740846,10,483,327.977290239202,4.07,,-4527.727268378032,1000,predicted,Exp
P31660,309.8721477407679,10,389,324.825615586533,4.07,,-5453.1578312701695,1000,predicted,Exp
P77541,313.3553603441997,10,296,326.672334767499,4.07,,-3882.232770559124,1000,predicted,Exp
P25534,316.7599677,10,392,328.717325,7.588735,,-3136.2718837659695,1000,BullShit,Mean
P0AFG3,312.15484258559997,10,933,321.67017744,4.07,321.95,-4176.187391240724,1000,predicted,Exp
P17109,307.98175620079996,10,556,316.94898417,4.07,318.95,-3435.9164149481912,1000,predicted,Exp
P37355,315.366158,10,252,328.717325,7.588735,,-4010.010699636707,1000,predicted,Mean
P37353,313.086158,10,451,328.717325,7.588735,,-3814.427044182691,1000,predicted,Mean
P22255,313.85491770240003,10,246,328.75382376,4.07,331.35,-4228.208880365379,1000,predicted,Exp
P0A7J0,313.8880781399543,10,217,325.725325583143,4.07,,-4135.573523918107,1000,experimental,Exp
P77397,314.60615799999994,10,554,328.717325,7.588735,,-4983.104715047717,1000,predicted,Mean
P77589,316.7599677,10,403,328.717325,7.588735,,-4214.685623123752,1000,BullShit,Mean
P0AFQ5,316.7599677,10,128,328.717325,7.588735,,-4154.075642427855,1000,BullShit,Mean
P05194,313.16256276559994,10,252,329.03567819,4.07,329.95,-5494.08292248412,1000,predicted,Exp
P07639,309.32729433033734,10,362,325.722059709739,4.07,,-5027.554553471882,1000,predicted,Exp
P75728,316.43896098683445,10,391,327.815620749535,4.07,,-5605.611053566528,1000,BullShit,Exp
P0ABZ4,311.8450160256,10,188,329.87923344,4.07,330.95,-4462.101321197157,1000,predicted,Exp
P0AC75,312.6237500861903,10,425,329.957292025793,4.07,,-3591.1523978436435,1000,predicted,Exp
P04951,315.1113443216,10,248,327.65560134,4.07,331.75,-4914.307516497051,1000,predicted,Exp
P0A6Q6,320.61147331644,10,151,341.072805485167,4.07,,-2590.04701886952,1000,predicted,Exp
P76083,311.566158,10,475,328.717325,7.588735,,-4151.939835633379,1000,predicted,Mean
P0A6Q3,316.62088138799993,10,172,340.27867245,4.07,343.81666667,-2927.2076561019103,1000,predicted,Exp
P0A6A6,312.32615799999996,10,466,328.717325,7.588735,,-3714.8239149389474,1000,predicted,Mean
P30126,313.2399302598741,10,201,326.191376082809,4.07,,-4110.439257573812,1000,predicted,Exp
P30125,312.85932592,10,363,330.938858,4.07,342.05,-5531.608031447482,1000,predicted,Exp
P37678,314.60615799999994,10,220,328.717325,7.588735,,-5004.7519522045,1000,predicted,Mean
P39304,313.086158,10,216,328.717325,7.588735,,-2454.3381223968086,1000,predicted,Mean
P21151,311.566158,10,387,328.717325,7.588735,,-4966.815284117872,1000,predicted,Mean
P76503,311.566158,10,436,328.717325,7.588735,,-5151.739581494138,1000,predicted,Mean
P31142,315.18256084399997,10,281,327.95233685,4.07,329.81666667,-3523.5625752009546,1000,predicted,Exp
P31057,319.9533647660407,10,264,354.164019858503,4.07,,-4661.378279144751,1000,predicted,Exp
P0AAB4,317.5596300800414,10,497,344.190125333506,4.07,,-4687.39889296242,1000,predicted,Exp
Q46890,311.566158,10,212,328.717325,7.588735,,-3965.6217331095995,1000,predicted,Mean
P0A953,311.89447729439996,10,406,320.58532206,4.07,323.05,-4431.818138096826,1000,predicted,Exp
P0AAI5,316.21820432879997,10,413,338.60085137,4.07,341.77857143,-4198.892206927886,1000,predicted,Exp
P0AEK2,312.8673000815851,10,244,324.638750339938,4.07,,-4073.2289071398304,1000,predicted,Exp
P0C7L2,313.086158,10,401,328.717325,7.588735,,-5987.93488962233,1000,predicted,Mean
P0CI31,311.566158,10,270,328.717325,7.588735,,-4628.39760895034,1000,predicted,Mean
P0ABR5,314.60615799999994,10,453,328.717325,7.588735,,-4928.520468798133,1000,predicted,Mean
P0ABW0,316.126158,10,106,328.717325,7.588735,,-4865.816704678221,1000,predicted,Mean
P77650,312.32615799999996,10,400,328.717325,7.588735,,-2678.286153412639,1000,predicted,Mean
Q47140,314.60615799999994,10,172,328.717325,7.588735,,-3789.6856700957987,1000,predicted,Mean
P0A6D3,312.1864430816,10,427,324.96851284,4.07,329.95,-5076.447386056338,1000,predicted,Exp
P0A9V8,310.806158,10,298,328.717325,7.588735,,-5692.482597188339,1000,predicted,Mean
P37623,311.566158,10,195,328.717325,7.588735,,-3875.167638613517,1000,predicted,Mean
P15977,312.974936218109,10,694,325.087234242121,4.07,,-2440.0449419744837,1000,predicted,Exp
P22256,317.1994409808,10,426,342.68933742,4.07,344.68333333,-5019.996740786269,1000,predicted,Exp
P50457,312.11514216,10,421,321.504759,4.07,322.55,-3173.876802960536,1000,predicted,Exp
P62615,309.4151157773857,10,283,326.087982405774,4.07,,-4927.177559611162,1000,predicted,Exp
P51020,313.086158,10,337,328.717325,7.588735,,-6692.78150004449,1000,predicted,Mean
P62620,308.8388691816,10,372,317.35362159,4.07,327.95,-4786.321491221819,1000,predicted,Exp
P62623,314.49408140857383,10,316,328.250339202391,4.07,,-3305.2880130444005,1000,predicted,Exp
P04036,316.74934079519994,10,273,340.81391998,4.07,346.35,-3876.0166018355026,1000,predicted,Exp
P0A6L2,314.6704868248,10,292,338.48536177,4.07,341.55,-4828.91254292076,1000,predicted,Exp
P0AGK1,316.7599677,10,290,328.717325,7.588735,,-4929.20726821013,1000,BullShit,Mean
P19624,311.88224214967624,10,329,326.867675623651,4.07,,-3718.843917153621,1000,predicted,Exp
P76491,312.4722457764721,10,199,329.326024068634,4.07,,-4808.343500394437,1000,predicted,Exp
P0AF12,311.85222625200004,10,232,329.90927605,4.07,329.88333333,-4467.98377138491,1000,predicted,Exp
P0A840,311.6141567165205,10,253,325.750652985502,4.07,,-2708.6543096611986,1000,predicted,Exp
P0AEZ1,311.566158,10,296,328.717325,7.588735,,-3333.49357881003,1000,predicted,Mean
P0AC28,316.886158,10,182,328.717325,7.588735,,-5054.434451356216,1000,predicted,Mean
P23522,312.14251074337267,10,256,327.952128097386,4.07,,-4278.23426576283,1000,predicted,Exp
P0A9P9,312.32615799999996,10,254,328.717325,7.588735,,-2558.819308067104,1000,predicted,Mean
P25665,310.5395319592,10,753,321.27304983,4.07,322.53,-6497.470891389014,1000,predicted,Exp
P61714,315.366158,10,156,328.717325,7.588735,,-4886.381030064302,1000,predicted,Mean
P65870,316.126158,10,121,328.717325,7.588735,,-2210.7128956345164,1000,predicted,Mean
Q46829,316.4625452368,10,479,326.95227182,4.07,328.15,-3605.549639868574,1000,predicted,Exp
P17411,313.846158,10,450,328.717325,7.588735,,-3666.7597912979368,1000,experimental,Mean
P00350,315.14827241679995,10,468,330.97613507,4.07,332.2125,-4670.704355676519,1000,predicted,Exp
P52697,316.252275156,10,331,329.24281315,4.07,330.75,-3047.8836376326926,1000,predicted,Exp
P77756,315.66546282990356,10,231,326.797761791265,4.07,,-4302.076089626992,1000,predicted,Exp
P12998,313.846158,10,384,328.717325,7.588735,,-2851.7425228238744,1000,predicted,Mean
P08337,319.0891506816,10,129,331.56312784,4.07,332.35,-3025.1836462027045,1000,predicted,Exp
P30860,317.90964368707995,10,243,331.94675193,4.07,333.81666667,-4627.675126449331,1000,BullShit,Exp
P45799,316.64473749539997,10,186,328.39364465,4.07,329.35,-5314.989507700661,1000,BullShit,Exp
P67910,316.2554751369139,10,310,329.256146403808,4.07,,-4288.097001844515,1000,predicted,Exp
P37692,316.18441078493356,10,348,327.10059209251,4.07,,-5920.1501449150655,1000,BullShit,Exp
Q93K97,313.031329237124,10,209,328.48887182135,4.07,,-4596.279621022432,1000,predicted,Exp
P0AE12,317.37451170563094,10,484,337.085465440129,4.07,,-5198.460167231019,1000,predicted,Exp
P60757,310.99194260959996,10,299,319.99142754,4.07,320.95,-3574.4360953091455,1000,predicted,Exp
P0A6E6,318.25230752079995,10,139,334.40961467,4.07,336.15,-4223.207857378856,1000,predicted,Exp
P0ABA6,319.92914466999997,10,287,337.6195075,4.07,338.68333333,-5312.22893810582,1000,BullShit,Exp
P0ABC0,316.7599677,10,126,328.717325,7.588735,,-4037.363858669279,1000,BullShit,Mean
P0AB98,319.5491535526749,10,271,336.552116720997,4.07,,-4968.467209113241,1000,BullShit,Exp
P0ABB0,314.5385230384,10,513,337.93551266,4.07,338.81666667,-3931.9999661414367,1000,predicted,Exp
P0ABA0,317.0381107976,10,156,335.68379499,4.07,339.75,-4069.5541599582693,1000,predicted,Exp
P0ABB4,316.3881866536,10,460,336.14244439,4.07,340.01666667,-3936.773900683003,1000,predicted,Exp
P68699,319.166158,10,79,328.717325,7.588735,,-3349.492283555853,1000,predicted,Mean
P0ABA4,315.27601074038154,10,177,331.508378084923,4.07,,-4996.900764136415,1000,predicted,Exp
P06999,309.0907680512,10,309,321.56986688,4.07,322.75,-3140.9543261157714,1000,predicted,Exp
P0A796,315.0374158336,10,320,330.51423264,4.07,337.25,-4987.767382889902,1000,predicted,Exp
P13000,314.60615799999994,10,225,328.717325,7.588735,,-5143.410790715365,1000,predicted,Mean
P60752,311.3904156893002,10,582,327.985065372084,4.07,,-3319.155143743472,1000,predicted,Exp
P77580,313.086158,10,316,328.717325,7.588735,,-2518.5157356351165,1000,predicted,Mean
P76458,315.366158,10,220,328.717325,7.588735,,-6237.586915814385,1000,predicted,Mean
P76459,313.086158,10,216,328.717325,7.588735,,-4713.647430811893,1000,predicted,Mean
P0A6A3,308.9745470776,10,400,314.75227949,4.07,320.95,-4690.570678687875,1000,predicted,Exp
P00893,313.086158,10,574,328.717325,7.588735,,-4970.967951077871,1000,predicted,Mean
P00894,311.566158,10,163,328.717325,7.588735,,-755.6492625392634,1000,predicted,Mean
P08142,313.086158,10,562,328.717325,7.588735,,-2749.9109129113085,1000,predicted,Mean
P0ADF8,316.2142748194379,10,96,325.917811747658,4.07,,-2213.395769379663,1000,predicted,Exp
P76461,313.086158,10,394,328.717325,7.588735,,-4616.460639759992,1000,predicted,Mean
P0A9Q5,313.29864458330803,10,304,332.76935243045,4.07,,-4857.282965072089,1000,predicted,Exp
P0ABD5,314.71972208966474,10,319,332.357175373603,4.07,,-5087.754505349584,1000,predicted,Exp
P27550,312.1442757912,10,652,321.62614913,4.07,322.9,-4463.523358660409,1000,predicted,Exp
P0A6C8,313.086158,10,258,328.717325,7.588735,,-3563.8856304623514,1000,predicted,Mean
P23908,309.234499236,10,383,319.00208015,4.07,319.95,-2727.1694750377237,1000,predicted,Exp
P18335,310.9374743984,10,406,319.76447666,4.07,321.8,-4056.6613875868647,1000,predicted,Exp
P25516,310.754519608,10,891,322.1688317,4.07,330.43,-1933.6985278659517,1000,predicted,Exp
P36683,309.9817486624,10,865,318.94895276,4.07,320.475,-3965.4067487357825,1000,predicted,Exp
P0A6A8,313.1542176552,10,78,316.33424023,4.07,329.35,-3149.0467212140666,1000,predicted,Exp
P21515,313.086158,10,193,328.717325,7.588735,,-4255.510971519496,1000,predicted,Mean
P0A8Z3,317.05439472556947,10,134,332.584978023206,4.07,,-3544.522128211024,1000,predicted,Exp
P0AGG2,304.6984822336,10,286,325.43534264,4.07,328.35,-4074.1346170415986,1000,experimental,Exp
P0A722,310.1635528632,10,262,332.37313693,4.07,334.81666667,-4327.473292873995,1000,experimental,Exp
Q47146,309.5296205578211,10,814,326.565085657588,4.07,,-2335.7572297038387,1000,predicted,Exp
P0AB65,316.8496067628239,10,92,328.565028178433,4.07,,-6518.69023681987,1000,predicted,Exp
P31441,312.2291562871104,10,588,331.47981786296,4.07,,-3456.5815075699347,1000,predicted,Exp
P31466,317.67642963354615,10,445,331.291656274006,4.07,,-4327.777872966311,1000,BullShit,Exp
P69503,313.8183048024,10,183,328.60127001,4.07,329.75,-4835.538087010432,1000,predicted,Exp
P22333,311.3421064412819,10,333,324.617110172008,4.07,,-3334.2760866140684,1000,predicted,Exp
P52086,316.126158,10,203,328.717325,7.588735,,-4283.9184698988565,1000,predicted,Mean
P36561,314.397624176,10,247,334.1817674,4.07,335.95,-5683.061689624547,1000,predicted,Exp
P12995,311.566158,10,429,328.717325,7.588735,,-1675.0034259430477,1000,predicted,Mean
P00936,321.446158,10,848,328.717325,7.588735,,-6688.124078042645,1000,experimental,Mean
P69441,313.7624965192,10,214,315.70206883,4.07,318.3,-4554.060136049591,1000,predicted,Exp
P0AB89,303.73574197840003,10,456,321.42392491,4.07,322.55,-4644.039072316253,1000,experimental,Exp
P0A7D4,312.7578145096,10,432,321.01589379,4.07,322.6,-2948.1608968860883,1000,predicted,Exp
P0A6J1,312.32615799999996,10,201,328.717325,7.588735,,-2922.164489559862,1000,predicted,Mean
P0A830,318.52537409970523,10,428,333.676331740745,4.07,,-3920.933933895507,1000,BullShit,Exp
P13035,313.4349546907232,10,501,330.17064454468,4.07,,-4599.31320348794,1000,predicted,Exp
P60651,318.8742318508512,10,306,349.66763271188,4.07,,-3748.0614894951013,1000,predicted,Exp
P0A6B4,317.413812304571,10,359,324.582551269046,4.07,,-3499.1173850510995,1000,predicted,Exp
P29012,312.99046165359994,10,356,331.48525689,4.07,331.75,-2919.397266989604,1000,predicted,Exp
P00957,311.86735229759995,10,876,329.97230124,4.07,332.21,-4145.653599798321,1000,predicted,Exp
P39451,319.5343863434619,10,336,336.584943097758,4.07,,-4876.187319254418,1000,predicted,Exp
P37685,317.35630804341054,10,512,330.392438324187,4.07,,-2401.6547931424993,1000,BullShit,Exp
P0A9C3,313.13488245199994,10,346,319.42034355,4.07,321.75,-3328.3645459551954,1000,predicted,Exp
P75804,316.7599677,10,371,328.717325,7.588735,,-3924.1186314166234,1000,BullShit,Mean
P0AAI1,316.7599677,10,255,328.717325,7.588735,,-7008.452695803261,1000,BullShit,Mean
P00634,314.780917936,10,471,329.4454914,4.07,336.15,-4539.416380766621,1000,predicted,Exp
P80645,311.566158,10,381,328.717325,7.588735,,-6562.05630011245,1000,predicted,Mean
P77425,305.486158,10,411,328.717325,7.588735,,-3901.443350870965,1000,experimental,Mean
P77671,312.32615799999996,10,453,328.717325,7.588735,,-2860.229621412507,1000,predicted,Mean
P06720,314.5644367752,10,451,322.21015323,4.07,326.15,-4335.9168136528615,1000,predicted,Exp
P0AEX3,320.95117355785067,10,432,340.490375162502,4.07,,-3144.578977193453,1000,BullShit,Exp
P37610,313.45442921119997,10,283,330.25178838,4.07,331.35,-3442.6325422411264,1000,predicted,Exp
P42604,312.32615799999996,10,495,328.717325,7.588735,,-2861.0005501868745,1000,predicted,Mean
P0A6L7,312.32615799999996,10,483,328.717325,7.588735,,-5227.942295059376,1000,predicted,Mean
P0AG16,313.142157376,10,505,322.6173224,4.07,324.55,-4068.0534023460427,1000,predicted,Exp
P0A6C5,312.32615799999996,10,443,328.717325,7.588735,,-4862.361596016792,1000,predicted,Mean
P28305,310.36756636837833,10,269,326.889859868243,4.07,,-3290.8715416196865,1000,predicted,Exp
P00903,310.5011756136,10,187,324.27989839,4.07,328.15,-2558.1834321714787,1000,predicted,Exp
P05041,310.81347370368405,10,453,325.581140432017,4.07,,-3395.8468360515853,1000,predicted,Exp
P27248,310.6673153536,10,364,321.80548064,4.07,323.35,-4176.71120313639,1000,predicted,Exp
P04825,311.3688712528,10,870,324.72863022,4.07,327.39,-3850.634171019693,1000,predicted,Exp
P69681,316.7599677,10,428,328.717325,7.588735,,-2986.9551882368482,1000,BullShit,Mean
P0ABN9,316.7599677,10,446,328.717325,7.588735,,-2632.8728664085843,1000,BullShit,Mean
P0ABP3,316.9763208319067,10,461,329.325058516592,4.07,,-4616.767434899735,1000,BullShit,Exp
P18776,319.5097574338476,10,205,336.441453465864,4.07,,-3339.184715072172,1000,BullShit,Exp
P18777,316.7599677,10,287,328.717325,7.588735,,-2868.5704082331513,1000,BullShit,Mean
P76173,316.7599677,10,284,328.717325,7.588735,,-3997.7262960299745,1000,BullShit,Mean
P0A996,319.14261175045266,10,396,335.41014536644,4.07,,-4106.748186007124,1000,BullShit,Exp
P0A9C0,310.0575163528347,10,542,325.597984803478,4.07,,-3950.366795798342,1000,predicted,Exp
P13033,314.25797705495467,10,419,327.266571062311,4.07,,-3856.6774692030103,1000,predicted,Exp
Q46877,316.7599677,10,479,328.717325,7.588735,,-3053.8776251686445,1000,BullShit,Mean
P0A9N8,316.7599677,10,154,328.717325,7.588735,,-3761.4746419162107,1000,BullShit,Mean
P28903,312.5103264654965,10,712,323.151360272902,4.07,,-4316.2892011653985,1000,predicted,Exp
P77570,311.566158,10,369,328.717325,7.588735,,-4518.198676027948,1000,predicted,Mean
P0AE16,316.7599677,10,491,328.717325,7.588735,,-3655.9740891310603,1000,BullShit,Mean
P00895,309.388157784,10,520,319.6423241,4.07,321.15,-3866.0982542997167,1000,predicted,Exp
P0A6G5,313.086158,10,183,328.717325,7.588735,,-4766.87502774824,1000,predicted,Mean
P23930,316.8132273608473,10,512,328.866930788897,4.07,,-3730.713469510854,1000,BullShit,Exp
P60844,316.7599677,10,231,328.717325,7.588735,,-3932.9392198704645,1000,BullShit,Mean
P17115,309.938624044,10,321,328.26926685,4.07,332.95,-4711.649329440373,1000,predicted,Exp
P45395,310.1232863656,10,328,329.03869319,4.07,329.55,-2930.5682657282687,1000,predicted,Exp
P0AAF3,312.32615799999996,10,504,328.717325,7.588735,,-5194.744063641439,1000,predicted,Mean
P0AE24,316.7599677,10,472,328.717325,7.588735,,-4703.75240437991,1000,BullShit,Mean
P0AE30,316.7599677,10,222,328.717325,7.588735,,-3471.494070219213,1000,BullShit,Mean
P0AE34,316.3658384639906,10,238,327.610220404468,4.07,,-4004.9743149248675,1000,BullShit,Exp
P0AE37,311.566158,10,344,328.717325,7.588735,,-4435.861238639022,1000,predicted,Mean
P11667,316.7599677,10,211,328.717325,7.588735,,-4349.102550698605,1000,BullShit,Mean
P0AAF6,315.82887011012474,10,242,326.101882331811,4.07,,-3332.628849313559,1000,BullShit,Exp
P11875,312.0676371144,10,577,321.30682131,4.07,323.48333333,-3714.4583197608263,1000,predicted,Exp
P60061,316.7599677,10,445,328.717325,7.588735,,-3916.830419453775,1000,BullShit,Mean
P11447,315.4522546912,10,457,332.24272788,4.07,333.31666667,-5006.588883166127,1000,predicted,Exp
P0A6E4,313.391969868,10,447,317.32487445,4.07,318.25,-4624.847197951115,1000,predicted,Exp
P46136,316.7599677,10,293,328.717325,7.588735,,-4101.74825265457,1000,BullShit,Mean
P15993,316.7599677,10,457,328.717325,7.588735,,-4363.153548946396,1000,BullShit,Mean
P04693,311.13165588757846,10,397,326.906899531577,4.07,,-4223.599428027916,1000,predicted,Exp
P0AB96,315.366158,10,141,328.717325,7.588735,,-3542.490115395105,1000,predicted,Mean
P0AB93,316.7599677,10,429,328.717325,7.588735,,-5012.683937840223,1000,BullShit,Mean
P77567,313.846158,10,281,328.717325,7.588735,,-4180.453434917096,1000,predicted,Mean
P39301,314.60615799999994,10,465,328.717325,7.588735,,-2776.3540553312555,1000,predicted,Mean
P69820,316.7599677,10,154,328.717325,7.588735,,-5194.048423276571,1000,BullShit,Mean
P69822,313.086158,10,101,328.717325,7.588735,,-3989.1515614365053,1000,predicted,Mean
P22106,313.98641308559996,10,554,319.80172119,4.07,319.75,-3661.7151945081177,1000,predicted,Exp
P0A8M0,313.6772423744,10,466,331.18017656,4.07,332.32142857,-3431.217564484826,1000,predicted,Exp
P0A790,315.366158,10,126,328.717325,7.588735,,-6161.394766402962,1000,predicted,Mean
P00509,313.9325243392,10,396,335.41051808,4.07,338.58333333,-4070.461674651702,1000,predicted,Exp
P0AC38,312.3855881336,10,478,325.79828389,4.07,327.65,-3083.5062830770144,1000,predicted,Exp
P0A786,306.27591631359996,10,311,332.00798464,4.07,338.25,-2082.680277798472,1000,experimental,Exp
P0A7F3,319.74564676264004,10,153,337.10406394,4.07,338.81666667,-4128.6535490704655,1000,BullShit,Exp
P00963,311.02627309388765,10,330,320.134471224532,4.07,,-4295.221341898277,1000,predicted,Exp
P21889,314.0821131104,10,590,332.86713796,4.07,333.08333333,-5411.0330696694,1000,predicted,Exp
P0A9Q9,312.50604521279996,10,367,332.63352172,4.07,333.05,-1349.4637976015165,1000,predicted,Exp
P68066,316.7599677,10,127,328.717325,7.588735,,-2866.066264692513,1000,BullShit,Mean
P37749,313.68596552447264,10,330,320.082487428294,4.07,,-1999.1225603846851,1000,BullShit,Exp
P00722,313.846158,10,1024,328.717325,7.588735,,-4008.4842177161977,1000,predicted,Mean
P75949,312.30011392486693,10,341,328.608808020279,4.07,,-4555.11099352349,1000,predicted,Exp
P0A6R0,312.09777686079997,10,317,318.26573692,4.07,317.95,-3866.2204352066624,1000,experimental,Exp
P17445,311.7351772099192,10,490,326.25490504133,4.07,,-4201.547975107177,1000,predicted,Exp
P0AG24,311.23507265197907,10,702,324.171136049913,4.07,,-3704.0487297951513,1000,predicted,Exp
P0AE76,314.60615799999994,10,181,328.717325,7.588735,,-3906.5359283467933,1000,predicted,Mean
P0A9Q7,315.4692654464,10,891,338.64693936,4.07,341.5,-3331.330371050519,1000,predicted,Exp
P00561,308.22708996399996,10,820,321.13787485,4.07,323.55,-3219.3187592414865,1000,predicted,Exp
P00562,307.9758155288,10,810,316.92423137,4.07,317.95,-2902.6463514861343,1000,predicted,Exp
P0A9J8,306.8803067032,10,386,315.52627793,4.07,316.75,-3971.356569831112,1000,predicted,Exp
P0AES0,314.0708250184,10,619,326.48677091,4.07,327.7,-3584.53665814193,1000,experimental,Exp
P76108,319.73687023768,10,381,337.07941078,4.07,338.9,-3913.085485622614,1000,BullShit,Exp
P77398,312.32615799999996,10,660,328.717325,7.588735,,-3377.51825900542,1000,predicted,Mean
P31119,311.90431248516836,10,719,330.126302021535,4.07,,-3792.593674442254,1000,predicted,Exp
P24186,312.85987768559994,10,288,334.10782369,4.07,338.95,-3828.998670096024,1000,predicted,Exp
P0ACC7,310.5966560048,10,456,318.34440002,4.07,320.15,-3233.967415367693,1000,predicted,Exp
P76658,308.9357560149167,10,477,324.090650062153,4.07,,-4819.885016325187,1000,predicted,Exp
P77455,310.046158,10,681,328.717325,7.588735,,-5528.273497132721,1000,predicted,Mean
P09546,304.24207867476616,10,1320,323.533661144859,4.07,,-4508.168857474293,1000,experimental,Exp
P00904,310.806158,10,531,328.717325,7.588735,,-5496.676140188827,1000,predicted,Mean
P15639,311.9196143264,10,529,323.85672636,4.07,325.15,-4095.1607283646076,1000,predicted,Exp
P0AG40,309.7711017340811,10,313,327.571257225338,4.07,,-2176.995822173437,1000,predicted,Exp
P28629,314.60615799999994,10,755,328.717325,7.588735,,-4881.432348043591,1000,experimental,Mean
P0ABU7,318.9319585356185,10,244,334.818422852861,4.07,,-3847.1534107755037,1000,BullShit,Exp
P0ABV2,317.9037831304175,10,141,331.930289692184,4.07,,-2813.3595725123732,1000,BullShit,Exp
P21170,313.2859083432,10,658,326.38295143,4.07,328.55,-4509.2025270447975,1000,predicted,Exp
P0ABD8,316.126158,10,156,328.717325,7.588735,,-4037.2954670321437,1000,predicted,Mean
P24182,312.2869234504,10,449,319.05384771,4.07,319.55,-2784.8097506310605,1000,predicted,Exp
P20099,310.01752470639997,10,777,319.09801961,4.07,324.55,-3526.9701643215603,1000,predicted,Exp
P12996,314.71533208479997,10,346,319.67221702,4.07,321.05,-2912.450294176985,1000,predicted,Exp
P05637,314.17185401087215,10,280,333.241058378634,4.07,,-2679.5884413782096,1000,predicted,Exp
P0AD99,316.7599677,10,439,328.717325,7.588735,,-2824.616427040288,1000,BullShit,Mean
