,Topt,Topt_std,Length,Tm,Tm_std,T90,dCpt,dCpt_std,topt_source,TmTag
P62615,315.02686203634363,10,283,326.087982405774,4.07,,-3726.95030405954,1000,predicted,Exp
P51020,318.34728944730864,10,337,328.717325,7.588735,,-3924.90314640638,1000,predicted,Mean
P62620,311.7047608748997,10,372,317.35362159,4.07,327.95,-3422.847833974773,1000,predicted,Exp
P62623,319.12415672389324,10,316,328.250339202391,4.07,,-4797.978486191054,1000,predicted,Exp
P04036,324.84898647843016,10,273,340.81391998,4.07,346.35,-3422.102595457941,1000,predicted,Exp
P0A6L2,322.6860871627603,10,292,338.48536177,4.07,341.55,-6890.032784610148,1000,predicted,Exp
P0AGK1,322.5805835607908,10,290,328.717325,7.588735,,-4076.9733787432456,1000,BullShit,Mean
P19624,316.9260328852931,10,329,326.867675623651,4.07,,-4411.865135522943,1000,predicted,Exp
P76491,318.14488320519774,10,199,329.326024068634,4.07,,-5996.633992499271,1000,predicted,Exp
P0AF12,317.9298602852028,10,232,329.90927605,4.07,329.88333333,-3497.529172332887,1000,predicted,Exp
P0A840,316.3722125338181,10,253,325.750652985502,4.07,,-4929.969485675982,1000,predicted,Exp
P0AEZ1,317.3388903917492,10,296,328.717325,7.588735,,-3460.3357705171984,1000,predicted,Mean
P0AC28,320.8682870862071,10,182,328.717325,7.588735,,-3484.5090969348244,1000,predicted,Mean
P23522,317.46370493387144,10,256,327.952128097386,4.07,,-5063.552448972512,1000,predicted,Exp
P0A9P9,317.84308991952895,10,254,328.717325,7.588735,,-4000.810533815645,1000,predicted,Mean
P25665,314.152214774905,10,753,321.27304983,4.07,322.53,-5204.053882729674,1000,predicted,Exp
P61714,319.85988803064765,10,156,328.717325,7.588735,,-2838.7176267418827,1000,predicted,Mean
P65870,320.36408755842746,10,121,328.717325,7.588735,,-4711.511437789609,1000,predicted,Mean
Q46829,319.99317288606915,10,479,326.95227182,4.07,328.15,-5436.583072121507,1000,predicted,Exp
P17411,318.85148897508833,10,450,328.717325,7.588735,,-3488.816515840366,1000,experimental,Mean
P00350,320.47560760223,10,468,330.97613507,4.07,332.2125,-5288.978349864055,1000,predicted,Exp
P52697,320.62462483134357,10,331,329.24281315,4.07,330.75,-1214.2802432892481,1000,predicted,Exp
P77756,319.4123672130798,10,231,326.797761791265,4.07,,-5837.583628666359,1000,predicted,Exp
P12998,318.85148897508833,10,384,328.717325,7.588735,,-2869.6293458348873,1000,predicted,Mean
P08337,323.2876365336844,10,129,331.56312784,4.07,332.35,-4685.804098574795,1000,predicted,Exp
P30860,324.7426430554586,10,243,331.94675193,4.07,333.81666667,-3555.1973684362783,1000,BullShit,Exp
P45799,322.3638837595184,10,186,328.39364465,4.07,329.35,-5159.993568819044,1000,BullShit,Exp
P67910,320.63123546487776,10,310,329.256146403808,4.07,,-4968.0701678899195,1000,predicted,Exp
P37692,321.4982018228703,10,348,327.10059209251,4.07,,-3782.9827860679134,1000,BullShit,Exp
Q93K97,318.23402225345376,10,209,328.48887182135,4.07,,-4817.0507260021695,1000,predicted,Exp
P0AE12,324.00881601246954,10,484,337.085465440129,4.07,,-2703.555722586886,1000,predicted,Exp
P60757,314.02098536609464,10,299,319.99142754,4.07,320.95,-3325.877303026632,1000,predicted,Exp
P0A6E6,323.69052699260783,10,139,334.40961467,4.07,336.15,-3444.7832760993333,1000,predicted,Exp
P0ABA6,328.5404794229928,10,287,337.6195075,4.07,338.68333333,-2511.0567172793317,1000,BullShit,Exp
P0ABC0,322.5805835607908,10,126,328.717325,7.588735,,-5129.4019112154765,1000,BullShit,Mean
P0AB98,327.82587512375125,10,271,336.552116720997,4.07,,-5180.52581318722,1000,BullShit,Exp
P0ABB0,322.41347171437235,10,513,337.93551266,4.07,338.81666667,-3559.183623857088,1000,predicted,Exp
P0ABA0,323.31386714139836,10,156,335.68379499,4.07,339.75,-4156.016580511588,1000,predicted,Exp
P0ABB4,323.0370662027222,10,460,336.14244439,4.07,340.01666667,-3754.30510005175,1000,predicted,Exp
P68699,322.3808856695461,10,79,328.717325,7.588735,,-4153.528072030662,1000,predicted,Mean
P0ABA4,320.7394939403648,10,177,331.508378084923,4.07,,-6227.098964117096,1000,predicted,Exp
P06999,313.29097775289864,10,309,321.56986688,4.07,322.75,-5137.6429618199845,1000,predicted,Exp
P0A796,320.24659615931637,10,320,330.51423264,4.07,337.25,-4279.780345121889,1000,predicted,Exp
P13000,319.355688502868,10,225,328.717325,7.588735,,-3173.426019966694,1000,predicted,Mean
P60752,316.9758357224406,10,582,327.985065372084,4.07,,-4413.003991499292,1000,predicted,Exp
P77580,318.34728944730864,10,316,328.717325,7.588735,,-4385.671572916355,1000,predicted,Mean
P76458,319.85988803064765,10,220,328.717325,7.588735,,-3319.724712582778,1000,predicted,Mean
P76459,318.34728944730864,10,216,328.717325,7.588735,,-3832.204821965881,1000,predicted,Mean
P0A6A3,310.9192137610928,10,400,314.75227949,4.07,320.95,-5230.050025177973,1000,predicted,Exp
P00893,318.34728944730864,10,574,328.717325,7.588735,,-3677.8361426095166,1000,predicted,Mean
P00894,317.3388903917492,10,163,328.717325,7.588735,,-4002.5597825728983,1000,predicted,Mean
P08142,318.34728944730864,10,562,328.717325,7.588735,,-2841.1909536170233,1000,predicted,Mean
P0ADF8,319.48028709370885,10,96,325.917811747658,4.07,,-3683.261827422387,1000,predicted,Exp
P76461,318.34728944730864,10,394,328.717325,7.588735,,-3921.925492262484,1000,predicted,Mean
P0A9Q5,319.85208703299577,10,304,332.76935243045,4.07,,-4682.440584077381,1000,predicted,Exp
P0ABD5,320.65612850913203,10,319,332.357175373603,4.07,,-2961.9912692693274,1000,predicted,Exp
P27550,315.335680630145,10,652,321.62614913,4.07,322.9,-5391.880439360977,1000,predicted,Exp
P0A6C8,318.34728944730864,10,258,328.717325,7.588735,,-2190.4293351343977,1000,predicted,Mean
P23908,312.5220674073833,10,383,319.00208015,4.07,319.95,-3369.895237053688,1000,predicted,Exp
P18335,313.9084630126198,10,406,319.76447666,4.07,321.8,-2314.335733343134,1000,predicted,Exp
P25516,314.5963438490574,10,891,322.1688317,4.07,330.43,-4560.770220728356,1000,predicted,Exp
P36683,312.99992635011307,10,865,318.94895276,4.07,320.475,-4456.589519371688,1000,predicted,Exp
P0A6A8,314.2245482819173,10,78,316.33424023,4.07,329.35,-4814.91569687244,1000,predicted,Exp
P21515,318.34728944730864,10,193,328.717325,7.588735,,-5078.298954378086,1000,predicted,Mean
P0A8Z3,322.2816717537172,10,134,332.584978023206,4.07,,-5117.457380002,1000,predicted,Exp
P0AGG2,311.6780857656049,10,286,325.43534264,4.07,328.35,-3359.06432242944,1000,experimental,Exp
P0A722,317.6388450896528,10,262,332.37313693,4.07,334.81666667,-4821.8650055695225,1000,experimental,Exp
Q47146,315.2634100538909,10,814,326.565085657588,4.07,,-2264.375477938261,1000,predicted,Exp
P0AB65,320.7927782501565,10,92,328.565028178433,4.07,,-3382.1218188024955,1000,predicted,Exp
P31441,318.70853565771006,10,588,331.47981786296,4.07,,-2895.4028320400994,1000,predicted,Exp
P31466,324.3040650000767,10,445,331.291656274006,4.07,,-5820.504409707004,1000,BullShit,Exp
P69503,318.7939488562428,10,183,328.60127001,4.07,329.75,-4397.317419053164,1000,predicted,Exp
P22333,315.8102014716057,10,333,324.617110172008,4.07,,-1435.8719295723354,1000,predicted,Exp
P52086,320.36408755842746,10,203,328.717325,7.588735,,-4286.37321566109,1000,predicted,Mean
P36561,321.0565625696494,10,247,334.1817674,4.07,335.95,-3466.3371890862054,1000,predicted,Exp
P12995,317.3388903917492,10,429,328.717325,7.588735,,-3995.9490536229073,1000,predicted,Mean
P00936,323.89348425288523,10,848,328.717325,7.588735,,-3639.951663005353,1000,experimental,Mean
P69441,314.4153169310527,10,214,315.70206883,4.07,318.3,-5353.498192251971,1000,predicted,Exp
P0AB89,309.6892229607981,10,456,321.42392491,4.07,322.55,-3714.600684446164,1000,experimental,Exp
P0A7D4,315.53731527217775,10,432,321.01589379,4.07,322.6,-3294.678817585991,1000,predicted,Exp
P0A6J1,317.84308991952895,10,201,328.717325,7.588735,,-5696.922635179119,1000,predicted,Mean
P0A830,325.90057433325563,10,428,333.676331740745,4.07,,-3820.558501209814,1000,BullShit,Exp
P13035,319.067845963848,10,501,330.17064454468,4.07,,-3612.250333634037,1000,predicted,Exp
P60651,329.23866143179924,10,306,349.66763271188,4.07,,-4685.485187638792,1000,predicted,Exp
P0A6B4,319.82666337343534,10,359,324.582551269046,4.07,,-4215.763224328094,1000,predicted,Exp
P29012,319.21543185766456,10,356,331.48525689,4.07,331.75,-2399.1231996459665,1000,predicted,Exp
P00957,317.96110820416646,10,876,329.97230124,4.07,332.21,-3047.5104456550216,1000,predicted,Exp
P39451,325.27325538210425,10,336,336.584943097758,4.07,,-3555.3168759655596,1000,predicted,Exp
P37685,323.70205023141244,10,512,330.392438324187,4.07,,-2612.3913405406947,1000,BullShit,Exp
P0A9C3,315.2504402375141,10,346,319.42034355,4.07,321.75,-5197.984355865313,1000,predicted,Exp
P75804,322.5805835607908,10,371,328.717325,7.588735,,-2349.6854463372038,1000,BullShit,Mean
P0AAI1,322.5805835607908,10,255,328.717325,7.588735,,-4698.928658421172,1000,BullShit,Mean
P00634,319.71671374784296,10,471,329.4454914,4.07,336.15,-2943.098510491789,1000,predicted,Exp
P80645,317.3388903917492,10,381,328.717325,7.588735,,-4744.756273628895,1000,predicted,Mean
P77425,313.3052941695118,10,411,328.717325,7.588735,,-2986.1113165140996,1000,experimental,Mean
P77671,317.84308991952895,10,453,328.717325,7.588735,,-5367.776196189922,1000,predicted,Mean
P06720,317.1378287220427,10,451,322.21015323,4.07,326.15,-5111.733509060774,1000,predicted,Exp
P0AEX3,330.46248813295523,10,432,340.490375162502,4.07,,-1857.3636318093572,1000,BullShit,Exp
P37610,319.1080771157173,10,283,330.25178838,4.07,331.35,-4113.275022253408,1000,predicted,Exp
P42604,317.84308991952895,10,495,328.717325,7.588735,,-6595.112368109499,1000,predicted,Mean
P0A6L7,317.84308991952895,10,483,328.717325,7.588735,,-4088.018962006304,1000,predicted,Mean
P0AG16,316.3313043332429,10,505,322.6173224,4.07,324.55,-4620.37224962191,1000,predicted,Exp
P0A6C5,317.84308991952895,10,443,328.717325,7.588735,,-3596.360551423921,1000,predicted,Mean
P28305,315.9286327886782,10,269,326.889859868243,4.07,,-3313.445921764578,1000,predicted,Exp
P00903,315.1388121830683,10,187,324.27989839,4.07,328.15,-3799.302023399217,1000,predicted,Exp
P05041,315.7839686019732,10,453,325.581140432017,4.07,,-3581.7358374728656,1000,predicted,Exp
P27248,314.41619422192764,10,364,321.80548064,4.07,323.35,-3344.082271053271,1000,predicted,Exp
P04825,315.86549316406223,10,870,324.72863022,4.07,327.39,-5353.778607423701,1000,predicted,Exp
P69681,322.5805835607908,10,428,328.717325,7.588735,,-4459.663063303088,1000,BullShit,Mean
P0ABN9,322.5805835607908,10,446,328.717325,7.588735,,-5018.848275744925,1000,BullShit,Mean
P0ABP3,322.98745327738646,10,461,329.325058516592,4.07,,-3244.239535232309,1000,BullShit,Exp
P18776,327.75178750800484,10,205,336.441453465864,4.07,,-3925.6853556059414,1000,BullShit,Exp
P18777,322.5805835607908,10,287,328.717325,7.588735,,-3728.8329007295256,1000,BullShit,Mean
P76173,322.5805835607908,10,284,328.717325,7.588735,,-4943.695213351825,1000,BullShit,Mean
P0A996,327.0613400953156,10,396,335.41014536644,4.07,,-5822.339539301118,1000,BullShit,Exp
P0A9C0,315.2881205215181,10,542,325.597984803478,4.07,,-3762.2291769657195,1000,predicted,Exp
P13033,318.63640401548633,10,419,327.266571062311,4.07,,-5781.849910283289,1000,predicted,Exp
Q46877,322.5805835607908,10,479,328.717325,7.588735,,-3808.964219861943,1000,BullShit,Mean
P0A9N8,322.5805835607908,10,154,328.717325,7.588735,,-3298.3188108700033,1000,BullShit,Mean
P28903,316.0918810350315,10,712,323.151360272902,4.07,,-3587.01525885677,1000,predicted,Exp
P77570,317.3388903917492,10,369,328.717325,7.588735,,-3006.0832469629436,1000,predicted,Mean
P0AE16,322.5805835607908,10,491,328.717325,7.588735,,-4659.312871108068,1000,BullShit,Mean
P00895,312.8395006601295,10,520,319.6423241,4.07,321.15,-3730.871799466985,1000,predicted,Exp
P0A6G5,318.34728944730864,10,183,328.717325,7.588735,,-2079.8707087853436,1000,predicted,Mean
P23930,322.68074269841895,10,512,328.866930788897,4.07,,-4652.1661963509205,1000,BullShit,Exp
P60844,322.5805835607908,10,231,328.717325,7.588735,,-3565.435570577183,1000,BullShit,Mean
P17115,316.1083438938378,10,321,328.26926685,4.07,332.95,-4027.911540062465,1000,predicted,Exp
P45395,316.48982583654845,10,328,329.03869319,4.07,329.55,-4012.5172355467107,1000,predicted,Exp
P0AAF3,317.84308991952895,10,504,328.717325,7.588735,,-4763.229940727043,1000,predicted,Mean
P0AE24,322.5805835607908,10,472,328.717325,7.588735,,-5074.144597346823,1000,BullShit,Mean
P0AE30,322.5805835607908,10,222,328.717325,7.588735,,-5081.103629812368,1000,BullShit,Mean
P0AE34,321.83939137584787,10,238,327.610220404468,4.07,,-3886.886201123795,1000,BullShit,Exp
P0AE37,317.3388903917492,10,344,328.717325,7.588735,,-2143.4850455041155,1000,predicted,Mean
P11667,322.5805835607908,10,211,328.717325,7.588735,,-3848.875037914526,1000,BullShit,Mean
P0AAF6,320.8295785756688,10,242,326.101882331811,4.07,,-3999.8529914595474,1000,BullShit,Exp
P11875,315.1773577461959,10,577,321.30682131,4.07,323.48333333,-3976.668941899333,1000,predicted,Exp
P60061,322.5805835607908,10,445,328.717325,7.588735,,-946.8278501885684,1000,BullShit,Mean
P11447,321.1035849155389,10,457,332.24272788,4.07,333.31666667,-3084.8511260762093,1000,predicted,Exp
P0A6E4,314.7157051959908,10,447,317.32487445,4.07,318.25,-4180.674341461931,1000,predicted,Exp
P46136,322.5805835607908,10,293,328.717325,7.588735,,-4001.028397606272,1000,BullShit,Mean
P15993,322.5805835607908,10,457,328.717325,7.588735,,-5643.441864045006,1000,BullShit,Mean
P04693,316.44128058958546,10,397,326.906899531577,4.07,,-6924.440830388323,1000,predicted,Exp
P0AB96,319.85988803064765,10,141,328.717325,7.588735,,-5405.347957368667,1000,predicted,Mean
P0AB93,322.5805835607908,10,429,328.717325,7.588735,,-4837.573004654387,1000,BullShit,Mean
P77567,318.85148897508833,10,281,328.717325,7.588735,,-4473.1682947802055,1000,predicted,Mean
P39301,319.355688502868,10,465,328.717325,7.588735,,-3192.9425942324633,1000,predicted,Mean
P69820,322.5805835607908,10,154,328.717325,7.588735,,-3505.565297715242,1000,BullShit,Mean
P69822,318.34728944730864,10,101,328.717325,7.588735,,-6435.0406586616455,1000,predicted,Mean
P22106,315.94372697930015,10,554,319.80172119,4.07,319.75,-6310.362266859987,1000,predicted,Exp
P0A8M0,319.56837241376513,10,466,331.18017656,4.07,332.32142857,-5141.08635423141,1000,predicted,Exp
P0A790,319.85988803064765,10,126,328.717325,7.588735,,-3441.128279580094,1000,predicted,Mean
P00509,321.1615782092547,10,396,335.41051808,4.07,338.58333333,-4112.842076752458,1000,predicted,Exp
P0AC38,316.90002748654007,10,478,325.79828389,4.07,327.65,-3649.698038109594,1000,predicted,Exp
P0A786,314.93680477294015,10,311,332.00798464,4.07,338.25,-5127.544119037157,1000,experimental,Exp
P0A7F3,328.1953966367837,10,153,337.10406394,4.07,338.81666667,-3391.5794603767004,1000,BullShit,Exp
P00963,314.09190649243374,10,330,320.134471224532,4.07,,-4140.99044083163,1000,predicted,Exp
P21889,320.4047686725026,10,590,332.86713796,4.07,333.08333333,-2699.1358747297418,1000,predicted,Exp
P0A9Q9,319.2805425748329,10,367,332.63352172,4.07,333.05,-3781.953061576539,1000,predicted,Exp
P68066,322.5805835607908,10,127,328.717325,7.588735,,-2680.8344318401614,1000,BullShit,Mean
P37749,316.79967166481515,10,330,320.082487428294,4.07,,-4953.625312402521,1000,BullShit,Exp
P00722,318.85148897508833,10,1024,328.717325,7.588735,,-3267.1103473036214,1000,predicted,Mean
P75949,317.7892871497394,10,341,328.608808020279,4.07,,-2645.0984129886397,1000,predicted,Exp
P0A6R0,314.17378619735183,10,317,318.26573692,4.07,317.95,-3881.9941655268067,1000,experimental,Exp
P17445,316.6222209412156,10,490,326.25490504133,4.07,,-3225.052351047951,1000,predicted,Exp
P0AG24,315.589087291273,10,702,324.171136049913,4.07,,-4397.630294091556,1000,predicted,Exp
P0AE76,319.355688502868,10,181,328.717325,7.588735,,-6038.736264853875,1000,predicted,Mean
P0A9Q7,323.27039693596225,10,891,338.64693936,4.07,341.5,-3874.613177656047,1000,predicted,Exp
P00561,312.5725963726495,10,820,321.13787485,4.07,323.55,-1731.9942988508851,1000,predicted,Exp
P00562,310.9876694732772,10,810,316.92423137,4.07,317.95,-4681.877776917456,1000,predicted,Exp
P0A9J8,309.79036396980354,10,386,315.52627793,4.07,316.75,-3996.581832672282,1000,predicted,Exp
P0AES0,318.24977873173304,10,619,326.48677091,4.07,327.7,-4170.267097673365,1000,experimental,Exp
P76108,328.17889166552806,10,381,337.07941078,4.07,338.9,-4161.317413121914,1000,BullShit,Exp
P77398,317.84308991952895,10,660,328.717325,7.588735,,-3853.8015234559584,1000,predicted,Mean
P31119,318.0374618643739,10,719,330.126302021535,4.07,,-3362.8583597761394,1000,predicted,Exp
P24186,320.0115021877543,10,288,334.10782369,4.07,338.95,-3931.142767852065,1000,predicted,Exp
P0ACC7,313.2043883439187,10,456,318.34440002,4.07,320.15,-2345.4219314831334,1000,predicted,Exp
P76658,314.0365837171955,10,477,324.090650062153,4.07,,-4401.653415437176,1000,predicted,Exp
P77455,316.3304913361899,10,681,328.717325,7.588735,,-4415.563092254238,1000,predicted,Mean
P09546,310.73523118230145,10,1320,323.533661144859,4.07,,-5149.707515211137,1000,experimental,Exp
P00904,316.83469086396957,10,531,328.717325,7.588735,,-6873.73784126391,1000,predicted,Mean
P15639,315.9374023463232,10,529,323.85672636,4.07,325.15,-4422.302041790942,1000,predicted,Exp
P0AG40,315.76227039231594,10,313,327.571257225338,4.07,,-3871.5450626527145,1000,predicted,Exp
P28629,319.355688502868,10,755,328.717325,7.588735,,-3970.3959959040985,1000,experimental,Mean
P0ABU7,326.6651895378257,10,244,334.818422852861,4.07,,-4549.273510673919,1000,BullShit,Exp
P0ABV2,324.7316218004975,10,141,331.930289692184,4.07,,-2771.239824320287,1000,BullShit,Exp
P21170,317.6941054567437,10,658,326.38295143,4.07,328.55,-4263.534798705721,1000,predicted,Exp
