,Topt,Topt_std,Length,Tm,Tm_std,T90,dCpt,dCpt_std,topt_source,TmTag
P0A9J4,313.57012023596616,10,303,327.8626908342701,4.07,,-4155.472769805771,1000,predicted,Exp
P0ABQ2,315.3496549645171,10,294,332.06497773827795,4.07,,-3685.6592349545076,1000,predicted,Exp
P77161,313.3190911311117,10,292,330.9575503554254,7.588735,,-4813.121905984829,1000,predicted,Mean
P77044,312.04031786475036,10,288,336.3168699960973,7.588735,,-1844.3371002852427,1000,predicted,Mean
P30140,314.0593214404989,10,377,323.15950329801007,7.588735,,-3696.902640792793,1000,predicted,Mean
P09151,312.42803789800246,10,523,321.6118759815304,4.07,327.21666667,-4287.988948789514,1000,predicted,Exp
P0A712,316.92483321008336,10,327,325.42775159332416,7.588735,,-3987.5005964112784,1000,BullShit,Mean
P77608,311.2457797396866,10,269,334.0869573475327,7.588735,,-3831.356860931709,1000,predicted,Mean
P77243,313.4286615671992,10,483,329.54067624567784,4.07,,-4061.9389265763093,1000,predicted,Exp
P31660,310.7421769093637,10,389,321.93846990697216,4.07,,-3118.8551817350362,1000,predicted,Exp
P77541,314.0996239294963,10,296,327.403846795467,4.07,,-4819.217354595892,1000,predicted,Exp
P25534,317.8612047274476,10,392,335.3253570644915,7.588735,,-3526.6939791711943,1000,BullShit,Mean
P0AFG3,311.8505857074793,10,933,319.50518773914916,4.07,321.95,-2435.0895824590525,1000,predicted,Exp
P17109,307.86555048414186,10,556,316.94898417,4.07,318.95,-3081.084594140352,1000,predicted,Exp
P37355,316.7259485656516,10,252,345.35104325698853,7.588735,,-3880.1010740498264,1000,predicted,Mean
P37353,313.8230794483744,10,451,323.07006812468984,7.588735,,-2640.1674139393417,1000,predicted,Mean
P22255,314.13439763308435,10,246,332.20706479308063,4.07,331.35,-4744.740697149207,1000,predicted,Exp
P0A7J0,315.2238063901753,10,217,323.83399935115295,4.07,,-3427.741622891567,1000,experimental,Exp
P77397,315.41118573484175,10,554,323.9839080175763,7.588735,,-3471.253316537207,1000,predicted,Mean
P77589,315.85045632412323,10,403,329.37410362439635,7.588735,,-4419.113386593299,1000,BullShit,Mean
P0AFQ5,317.1688644784433,10,128,326.87321122913477,7.588735,,-4698.407769107453,1000,BullShit,Mean
P05194,313.19711751031343,10,252,330.48907333594576,4.07,329.95,-1727.9044703002314,1000,predicted,Exp
P07639,308.75749770965433,10,362,327.4157246026081,4.07,,-4328.160276545308,1000,predicted,Exp
P75728,319.3563347101509,10,391,329.0658575561764,4.07,,-2314.5947042362213,1000,BullShit,Exp
P0ABZ4,312.43716334352195,10,188,325.941840142599,4.07,330.95,-5274.531839883919,1000,predicted,Exp
P0AC75,314.12494218914287,10,425,332.08120441010874,4.07,,-4014.164329004581,1000,predicted,Exp
P04951,314.6823723605642,10,248,327.8908517429897,4.07,331.75,-3193.446536644322,1000,predicted,Exp
P0A6Q6,321.84736997823063,10,151,349.5124429061472,4.07,,-4701.0686195718135,1000,predicted,Exp
P76083,313.4759050718692,10,475,319.41564298844867,7.588735,,-3790.844556532701,1000,predicted,Mean
P0A6Q3,318.515244869493,10,172,340.5361198044633,4.07,343.81666667,-3668.6901507069624,1000,predicted,Exp
P0A6A6,313.57176177255434,10,466,348.61955918917886,7.588735,,-3237.112445908295,1000,predicted,Mean
P30126,314.3415463656228,10,201,333.1607958067064,4.07,,-4649.892150643202,1000,predicted,Exp
P30125,314.8650178091372,10,363,330.32250069626326,4.07,342.05,-3516.1614576326533,1000,predicted,Exp
P37678,314.881467145308,10,220,323.4224669507493,7.588735,,-3289.1279843501693,1000,predicted,Mean
P39304,315.14076936786466,10,216,329.66131555146023,7.588735,,-4421.948441336305,1000,predicted,Mean
P21151,311.9637237592513,10,387,336.8779785307487,7.588735,,-5052.692252328152,1000,predicted,Mean
P76503,314.62852297394534,10,436,318.6010895926196,7.588735,,-1798.457205164636,1000,predicted,Mean
P31142,317.28244009277336,10,281,324.79710735603294,4.07,329.81666667,-3603.4423347531215,1000,predicted,Exp
P31057,322.0047982159192,10,264,359.3759328463378,4.07,,-3353.3072939396884,1000,predicted,Exp
P0AAB4,318.6791359576032,10,497,346.12812147838594,4.07,,-3652.9834592542643,1000,predicted,Exp
Q46890,311.6147102990867,10,212,311.6490531475866,7.588735,,-3098.9899343146135,1000,predicted,Mean
P0A953,311.41079498366963,10,406,317.5770514277203,4.07,323.05,-3415.413498550731,1000,predicted,Exp
P0AAI5,317.73371495115435,10,413,341.349828791593,4.07,341.77857143,-1981.786778422983,1000,predicted,Exp
P0AEK2,314.02383568032275,10,244,325.5604134840176,4.07,,-3859.4875529905576,1000,predicted,Exp
P0C7L2,313.03150454983324,10,401,319.270993992197,7.588735,,-2845.388599281403,1000,predicted,Mean
P0CI31,311.67298361583437,10,270,333.8137311646248,7.588735,,-3862.7362147210833,1000,predicted,Mean
P0ABR5,314.76852122342694,10,453,321.2345055295992,7.588735,,-4052.3909102067396,1000,predicted,Mean
P0ABW0,316.56681797799456,10,106,328.86394812885044,7.588735,,-2809.345711635508,1000,predicted,Mean
P77650,312.3416912241986,10,400,343.5062473968361,7.588735,,-3392.9433900528097,1000,predicted,Mean
Q47140,315.27385071717066,10,172,328.71331653486806,7.588735,,-4212.118763812312,1000,predicted,Mean
P0A6D3,312.859887470895,10,427,330.7246980252389,4.07,329.95,-3314.8944390651573,1000,predicted,Exp
P0A9V8,311.5568264606934,10,298,329.22646461903565,7.588735,,-5604.078975771135,1000,predicted,Mean
P37623,312.0887818861214,10,195,326.04539260090354,7.588735,,-2294.624963957588,1000,predicted,Mean
P15977,313.25168566000826,10,694,320.94734517180467,4.07,,-2486.554540548759,1000,predicted,Exp
P22256,319.06913571436496,10,426,343.5327118944285,4.07,344.68333333,-4059.2542270556037,1000,predicted,Exp
P50457,312.266923877862,10,421,319.56888360710633,4.07,322.55,-5037.331735436749,1000,predicted,Exp
P62615,309.42898286261527,10,283,324.3072942461028,4.07,,-4927.630546839332,1000,predicted,Exp
P51020,313.6595260222993,10,337,332.787154631824,7.588735,,-3014.2669385231366,1000,predicted,Mean
P62620,310.0939041944596,10,372,317.35362159,4.07,327.95,-5887.47521547781,1000,predicted,Exp
P62623,315.7002383753113,10,316,334.0164991898396,4.07,,-3847.0469747068064,1000,predicted,Exp
P04036,317.02139078194534,10,273,339.7905807670075,4.07,346.35,-5588.41472713747,1000,predicted,Exp
P0A6L2,315.2620613719179,10,292,334.67314723492035,4.07,341.55,-1514.0380845453706,1000,predicted,Exp
P0AGK1,316.6649016324206,10,290,323.0924089412416,7.588735,,-4452.9370909869795,1000,BullShit,Mean
P19624,311.8606195889571,10,329,324.86039837344146,4.07,,-3795.214208510182,1000,predicted,Exp
P76491,314.1697693039043,10,199,328.06583932546846,4.07,,-3204.473211516012,1000,predicted,Exp
P0AF12,312.5348918633002,10,232,333.18384275106325,4.07,329.88333333,-3686.4849630308145,1000,predicted,Exp
P0A840,312.8930291989247,10,253,331.0988826710931,4.07,,-3361.44936328668,1000,predicted,Exp
P0AEZ1,312.47014923184986,10,296,323.9378834283792,7.588735,,-4518.685440320353,1000,predicted,Mean
P0AC28,316.74979190185303,10,182,319.3292590509514,7.588735,,-2924.4146263486405,1000,predicted,Mean
P23522,310.6256033299645,10,256,324.78093338221487,4.07,,-4781.605865430999,1000,predicted,Exp
P0A9P9,312.5157489687872,10,254,336.3929851612553,7.588735,,-2940.6999063863195,1000,predicted,Mean
P25665,312.7407069973266,10,753,321.3032693184288,4.07,322.53,-1495.001348859334,1000,predicted,Exp
P61714,315.9612636672156,10,156,334.9874898786403,7.588735,,-4006.1872829776526,1000,predicted,Mean
P65870,316.96471865595805,10,121,330.28025248963684,7.588735,,-4274.680441927987,1000,predicted,Mean
Q46829,316.2800280470576,10,479,327.8867127151223,4.07,328.15,-2655.4427824516924,1000,predicted,Exp
P17411,315.0304563143452,10,450,350.9768729895665,7.588735,,-3768.8965998971867,1000,experimental,Mean
P00350,315.29979823423304,10,468,334.2413702660575,4.07,332.2125,-4075.699471038187,1000,predicted,Exp
P52697,316.32637846917936,10,331,327.9453205920504,4.07,330.75,-4471.3937674880635,1000,predicted,Exp
P77756,316.7864772842294,10,231,324.8027266698953,4.07,,-4268.606631677009,1000,predicted,Exp
P12998,314.22217184147667,10,384,340.6134914993501,7.588735,,-4719.247337587405,1000,predicted,Mean
P08337,319.75017595197727,10,129,327.8980731912475,4.07,332.35,-4485.074631921754,1000,predicted,Exp
P30860,318.3481192026001,10,243,333.932699943857,4.07,333.81666667,-5217.99626246846,1000,BullShit,Exp
P45799,318.8866517284427,10,186,329.74246319908156,4.07,329.35,-1896.1732039269796,1000,BullShit,Exp
P67910,317.97049621516135,10,310,320.7224941438733,4.07,,-4196.515378397792,1000,predicted,Exp
P37692,319.21484360542746,10,348,327.8653190079652,4.07,,-4183.265182652681,1000,BullShit,Exp
Q93K97,314.69978719870255,10,209,326.5335181049046,4.07,,-4504.057176294921,1000,predicted,Exp
P0AE12,317.7165654977887,10,484,338.2174606563237,4.07,,-3451.058571309969,1000,predicted,Exp
P60757,312.3993289075477,10,299,319.99142754,4.07,320.95,-2331.6517854447125,1000,predicted,Exp
P0A6E6,319.01280078613286,10,139,341.23921592082974,4.07,336.15,-4470.490756718691,1000,predicted,Exp
P0ABA6,320.58259130535794,10,287,335.1558281672706,4.07,338.68333333,-3544.1183406572,1000,BullShit,Exp
P0ABC0,319.2326767257068,10,126,356.673495062508,7.588735,,-4550.699287451145,1000,BullShit,Mean
P0AB98,319.4346528623196,10,271,338.2068962023386,4.07,,-2463.898402824323,1000,BullShit,Exp
P0ABB0,315.233742422049,10,513,337.21971735161515,4.07,338.81666667,-2711.1973230301764,1000,predicted,Exp
P0ABA0,318.0412182264857,10,156,337.5355860991825,4.07,339.75,-4797.102849283241,1000,predicted,Exp
P0ABB4,318.5627846051598,10,460,337.6692226081905,4.07,340.01666667,-4022.0348742799006,1000,predicted,Exp
P68699,319.6868431899411,10,79,329.3005541374428,7.588735,,-3730.380213838143,1000,predicted,Mean
P0ABA4,316.92389020185675,10,177,332.28191459887984,4.07,,-5425.353707764083,1000,predicted,Exp
P06999,309.6378493240325,10,309,321.5647211652939,4.07,322.75,-7517.959081434856,1000,predicted,Exp
P0A796,316.0414552974685,10,320,334.35014741762427,4.07,337.25,-4202.690542424176,1000,predicted,Exp
P13000,315.81060835442486,10,225,334.25331202778943,7.588735,,-4900.194793543171,1000,predicted,Mean
P60752,312.1705147027243,10,582,326.31729090500875,4.07,,-3398.983910242867,1000,predicted,Exp
P77580,314.07840791452514,10,316,318.0641352316798,7.588735,,-4877.344511248625,1000,predicted,Mean
P76458,314.9448842823009,10,220,347.8754912760253,7.588735,,-4455.697085117871,1000,predicted,Mean
P76459,313.95313514022916,10,216,332.4829484725378,7.588735,,-3250.1403733943025,1000,predicted,Mean
P0A6A3,309.88628926144986,10,400,314.75227949,4.07,320.95,-5031.812256339861,1000,predicted,Exp
P00893,314.02059924915557,10,574,350.1686005072845,7.588735,,-2850.56372100722,1000,predicted,Mean
P00894,311.9217260115917,10,163,323.66484770193335,7.588735,,-937.6370598923495,1000,predicted,Mean
P08142,314.51171955321587,10,562,333.59315500846634,7.588735,,-3910.107331313607,1000,predicted,Mean
P0ADF8,317.54518309947696,10,96,322.8956469980216,4.07,,-3177.8961736900137,1000,predicted,Exp
P76461,314.681222801718,10,394,330.2559535516168,7.588735,,-7273.831832844231,1000,predicted,Mean
P0A9Q5,314.5918950686032,10,304,331.31615430196007,4.07,,-2917.7235587585224,1000,predicted,Exp
P0ABD5,315.4882155003028,10,319,329.76666553281575,4.07,,-4582.885363282475,1000,predicted,Exp
P27550,312.6948607880527,10,652,323.503511218461,4.07,322.9,-4483.303442526937,1000,predicted,Exp
P0A6C8,314.0028829512178,10,258,330.27918834676075,7.588735,,-4348.688193346106,1000,predicted,Mean
P23908,309.7962801470605,10,383,319.00208015,4.07,319.95,-5106.077903568922,1000,predicted,Exp
P18335,311.7788349353342,10,406,319.76447666,4.07,321.8,-3606.0638597175166,1000,predicted,Exp
P25516,311.41346065531894,10,891,322.6021296333255,4.07,330.43,-5306.530108031662,1000,predicted,Exp
P36683,309.2429428836338,10,865,318.94895276,4.07,320.475,-5276.713613011204,1000,predicted,Exp
P0A6A8,313.95890604948795,10,78,316.33424023,4.07,329.35,-2794.36414886254,1000,predicted,Exp
P21515,314.0984848760875,10,193,351.0745260171824,7.588735,,-1826.6723768103798,1000,predicted,Mean
P0A8Z3,318.90341869579794,10,134,329.6884402270715,4.07,,-2188.9457971820957,1000,predicted,Exp
P0AGG2,305.75528721687834,10,286,324.28316031835556,4.07,328.35,-3289.79153325542,1000,experimental,Exp
P0A722,310.8010591715771,10,262,327.59324238512465,4.07,334.81666667,-3919.1234587841536,1000,experimental,Exp
Q47146,310.60011373348595,10,814,329.78792785545187,4.07,,-3575.567427686816,1000,predicted,Exp
P0AB65,317.95909679122684,10,92,324.8111166303241,4.07,,-2693.8723831548023,1000,predicted,Exp
P31441,312.50119696884536,10,588,335.70145699964917,4.07,,-4273.166855035494,1000,predicted,Exp
P31466,317.72394183905425,10,445,332.9048802772674,4.07,,-5297.2721840420845,1000,BullShit,Exp
P69503,314.1209762576372,10,183,337.68195621238675,4.07,329.75,-3434.9267302790067,1000,predicted,Exp
P22333,311.48981321530664,10,333,317.73849094141286,4.07,,-2753.2818857259686,1000,predicted,Exp
P52086,316.89918375871093,10,203,343.12106614766395,7.588735,,-5189.992060478821,1000,predicted,Mean
P36561,315.9962933651809,10,247,336.92144378879993,4.07,335.95,-3510.324923302964,1000,predicted,Exp
P12995,312.36171734242396,10,429,336.36624834790916,7.588735,,-4236.384019842526,1000,predicted,Mean
P00936,322.15083365543035,10,848,338.3670399787401,7.588735,,-3373.3720567147884,1000,experimental,Mean
P69441,313.9112633559257,10,214,315.70206883,4.07,318.3,-3089.600754837516,1000,predicted,Exp
P0AB89,304.54480360940227,10,456,318.38341636617855,4.07,322.55,-4625.441214928495,1000,experimental,Exp
P0A7D4,313.08519435085594,10,432,319.44660624389724,4.07,322.6,-2469.935274475517,1000,predicted,Exp
P0A6J1,313.2764672384259,10,201,321.3611060508159,7.588735,,-2776.1469916801057,1000,predicted,Mean
P0A830,319.44694045074317,10,428,335.6808532647303,4.07,,-2461.3954697980225,1000,BullShit,Exp
P13035,313.41560525220274,10,501,329.8276339697691,4.07,,-3449.7262494250303,1000,predicted,Exp
P60651,320.41112872036035,10,306,350.812903209902,4.07,,-4823.654561529359,1000,predicted,Exp
P0A6B4,317.655600228032,10,359,321.1563262296535,4.07,,-3119.3252937580874,1000,predicted,Exp
P29012,313.33678955264264,10,356,332.6441951519373,4.07,331.75,-3325.9394167005125,1000,predicted,Exp
P00957,312.40636441291423,10,876,327.26065647295576,4.07,332.21,-4267.799209888722,1000,predicted,Exp
P39451,319.9501947893099,10,336,336.3592160097729,4.07,,-5209.595844047295,1000,predicted,Exp
P37685,318.1474264054135,10,512,335.6478742051034,4.07,,-4348.771008175607,1000,BullShit,Exp
P0A9C3,313.64115548360024,10,346,319.42034355,4.07,321.75,-4759.508740212534,1000,predicted,Exp
P75804,317.43568346429544,10,371,334.11259272413616,7.588735,,-3819.287043169546,1000,BullShit,Mean
P0AAI1,317.3537465802972,10,255,341.10876739833895,7.588735,,-5572.568457465157,1000,BullShit,Mean
P00634,316.55581597590077,10,471,335.83776543876195,4.07,336.15,-3972.0233649523393,1000,predicted,Exp
P80645,311.9995431674622,10,381,332.8865755350974,7.588735,,-3779.367365341426,1000,predicted,Mean
P77425,305.95799317438156,10,411,314.39722836363813,7.588735,,-4346.387503610998,1000,experimental,Mean
P77671,313.42799741320215,10,453,316.97153006441465,7.588735,,-3901.892436681625,1000,predicted,Mean
P06720,315.66047343633824,10,451,319.67038459909367,4.07,326.15,-2825.6937959876113,1000,predicted,Exp
P0AEX3,323.70976257993044,10,432,337.5310162454735,4.07,,-2402.9914426726573,1000,BullShit,Exp
P37610,313.8828405503319,10,283,332.48864471320456,4.07,331.35,-4144.998359332187,1000,predicted,Exp
P42604,313.45464126861464,10,495,325.65054271139684,7.588735,,-3608.6743885264896,1000,predicted,Mean
P0A6L7,313.76996296958384,10,483,319.78018763100357,7.588735,,-3775.9196488465027,1000,predicted,Mean
P0AG16,314.06928859056694,10,505,320.7614895399035,4.07,324.55,-4621.190951923046,1000,predicted,Exp
P0A6C5,312.3181478398524,10,443,334.35584154983957,7.588735,,-2789.5725903035595,1000,predicted,Mean
P28305,311.3264818607327,10,269,326.73433474415896,4.07,,-4471.166632806691,1000,predicted,Exp
P00903,312.01945558905703,10,187,323.5287599422041,4.07,328.15,-3492.0069864126513,1000,predicted,Exp
P05041,312.45032775457156,10,453,323.5344356403968,4.07,,-4527.013387187099,1000,predicted,Exp
P27248,311.245924993433,10,364,320.5582184376735,4.07,323.35,-4483.560021392782,1000,predicted,Exp
P04825,311.97128583857466,10,870,320.33844932141346,4.07,327.39,-4344.909732968572,1000,predicted,Exp
P69681,317.3054776988255,10,428,333.34343413907294,7.588735,,-4939.577083375558,1000,BullShit,Mean
P0ABN9,316.2336435198917,10,446,327.8604446486918,7.588735,,-3189.651307235462,1000,BullShit,Mean
P0ABP3,318.2543187734763,10,461,325.2563292309036,4.07,,-3961.267752524063,1000,BullShit,Exp
P18776,320.88445777964824,10,205,335.4027945155567,4.07,,-4157.641840603519,1000,BullShit,Exp
P18777,317.213302173909,10,287,321.6505297113052,7.588735,,-3129.033907267975,1000,BullShit,Mean
P76173,317.60461843101234,10,284,322.8496299842622,7.588735,,-2452.3824089069367,1000,BullShit,Mean
P0A996,320.19899414682453,10,396,329.3773976253692,4.07,,-3560.800428117371,1000,BullShit,Exp
P0A9C0,310.7801964392352,10,542,322.0099936968902,4.07,,-5671.49824120304,1000,predicted,Exp
P13033,314.2295595793867,10,419,324.2857327110481,4.07,,-3718.838522246952,1000,predicted,Exp
Q46877,318.0502873455377,10,479,354.7855315867478,7.588735,,-2913.6042093360156,1000,BullShit,Mean
P0A9N8,314.8391290045314,10,154,327.14823934351983,7.588735,,-4213.739811433737,1000,BullShit,Mean
P28903,313.3428943046655,10,712,317.24726040732,4.07,,-3691.312098981042,1000,predicted,Exp
P77570,312.37593093808704,10,369,324.20731023058306,7.588735,,-4015.7775676216033,1000,predicted,Mean
P0AE16,315.50736178369357,10,491,342.6889464363676,7.588735,,-2920.3441840634214,1000,BullShit,Mean
P00895,309.428823698906,10,520,319.6423241,4.07,321.15,-5472.8925042190185,1000,predicted,Exp
P0A6G5,313.34594611042525,10,183,317.2783453324342,7.588735,,-3266.967712908039,1000,predicted,Mean
P23930,319.69232726443,10,512,332.06490347307033,4.07,,-4431.733134812085,1000,BullShit,Exp
P60844,317.57190813119695,10,231,320.7141947246168,7.588735,,-4485.62234497191,1000,BullShit,Mean
P17115,310.4859956394105,10,321,330.59163631421353,4.07,332.95,-4776.138862700361,1000,predicted,Exp
P45395,310.65067696998733,10,328,328.79669271415617,4.07,329.55,-3710.4509241697206,1000,predicted,Exp
P0AAF3,313.0246209573397,10,504,315.99653467576456,7.588735,,-3055.1247855952724,1000,predicted,Mean
P0AE24,317.0129821189064,10,472,331.54455804848953,7.588735,,-2720.4050960858303,1000,BullShit,Mean
P0AE30,318.71740796127347,10,222,336.38630836002346,7.588735,,-4274.806432005957,1000,BullShit,Mean
P0AE34,315.06866329568646,10,238,330.38286759705477,4.07,,-4363.068272093045,1000,BullShit,Exp
P0AE37,311.45110141760273,10,344,335.10585119915373,7.588735,,-5107.394921819928,1000,predicted,Mean
P11667,317.2174889378242,10,211,321.50900157097703,7.588735,,-2755.890063843868,1000,BullShit,Mean
P0AAF6,318.08039214578815,10,242,326.30858586449847,4.07,,-3310.1682732541803,1000,BullShit,Exp
P11875,313.11210856523786,10,577,324.70582122867876,4.07,323.48333333,-5649.754446694354,1000,predicted,Exp
P60061,318.20812135570696,10,445,327.46481873653437,7.588735,,-4215.395013305434,1000,BullShit,Mean
P11447,315.63689065068945,10,457,327.2298028723788,4.07,333.31666667,-4235.738798840045,1000,predicted,Exp
P0A6E4,314.26877432007973,10,447,317.32487445,4.07,318.25,-6021.891393622989,1000,predicted,Exp
P46136,315.7628796090837,10,293,356.0254171245081,7.588735,,-4449.090240459824,1000,BullShit,Mean
P15993,316.99195310550033,10,457,327.268609080971,7.588735,,-4223.685930117101,1000,BullShit,Mean
P04693,312.2365249118771,10,397,325.7623325095858,4.07,,-3172.9403082857057,1000,predicted,Exp
P0AB96,316.41675878011404,10,141,327.0130116027654,7.588735,,-3407.625721154429,1000,predicted,Mean
P0AB93,318.358566493014,10,429,320.3467962436052,7.588735,,-3192.520812090369,1000,BullShit,Mean
P77567,313.4313325156692,10,281,324.22700343444615,7.588735,,-5305.405931760499,1000,predicted,Mean
P39301,316.31087034092934,10,465,346.3742798626736,7.588735,,-1507.8580034257948,1000,predicted,Mean
P69820,320.5854344645293,10,154,321.763296070032,7.588735,,-4995.8651873287745,1000,BullShit,Mean
P69822,312.6387974531166,10,101,343.4394767822014,7.588735,,-5729.9029896675265,1000,predicted,Mean
P22106,313.40854746077474,10,554,319.80172119,4.07,319.75,-3390.9535078118433,1000,predicted,Exp
P0A8M0,314.55164117082427,10,466,326.2440441714131,4.07,332.32142857,-5022.234091041562,1000,predicted,Exp
P0A790,315.79325345325395,10,126,317.40051643031956,7.588735,,-4314.157798940585,1000,predicted,Mean
P00509,316.18190856634203,10,396,337.26046191635305,4.07,338.58333333,-4737.253989935514,1000,predicted,Exp
P0AC38,312.5261118921236,10,478,327.06248914238415,4.07,327.65,-2759.8833172756704,1000,predicted,Exp
P0A786,307.69580751913355,10,311,334.75724300474945,4.07,338.25,-4348.116964432255,1000,experimental,Exp
P0A7F3,318.2861696632057,10,153,339.98072143839113,4.07,338.81666667,-5269.2549983782,1000,BullShit,Exp
P00963,313.0567315127795,10,330,320.58655802145915,4.07,,-2064.5864249248216,1000,predicted,Exp
P21889,315.20480490006355,10,590,329.80739576697374,4.07,333.08333333,-2692.425737937293,1000,predicted,Exp
P0A9Q9,313.33692708694355,10,367,329.75420869376813,4.07,333.05,-6003.945728948981,1000,predicted,Exp
P68066,317.5491348393005,10,127,319.1696002413773,7.588735,,-4175.701457834318,1000,BullShit,Mean
P37749,314.19623474080606,10,330,316.8329122204431,4.07,,-3849.0758875396136,1000,BullShit,Exp
P00722,315.42642454543807,10,1024,331.56012236333396,7.588735,,-2986.1106369073923,1000,predicted,Mean
P75949,312.73143231936405,10,341,329.10506369375287,4.07,,-3646.7978068995585,1000,predicted,Exp
P0A6R0,313.24811260651586,10,317,318.26573692,4.07,317.95,-3790.4555731160353,1000,experimental,Exp
P17445,312.36391949639807,10,490,323.36197194617546,4.07,,-3576.7662292847094,1000,predicted,Exp
P0AG24,311.08946720142484,10,702,321.1026482815265,4.07,,-3849.1674506009263,1000,predicted,Exp
P0AE76,314.6629076622215,10,181,341.5689578893188,7.588735,,-4677.205183356038,1000,predicted,Mean
P0A9Q7,318.07369547155884,10,891,340.42689397428904,4.07,341.5,-2948.6901986065795,1000,predicted,Exp
P00561,309.115102970566,10,820,325.76155458642853,4.07,323.55,-4470.179131650539,1000,predicted,Exp
P00562,308.42491150579616,10,810,316.92423137,4.07,317.95,-5474.297711625044,1000,predicted,Exp
P0A9J8,307.84140151307685,10,386,315.52627793,4.07,316.75,-2677.202606709818,1000,predicted,Exp
P0AES0,315.03554341686197,10,619,319.6262618902956,4.07,327.7,-3186.9292954018047,1000,experimental,Exp
P76108,320.330714934036,10,381,337.23838013350024,4.07,338.9,-4954.375721374852,1000,BullShit,Exp
P77398,312.62771121360095,10,660,331.4094536579531,7.588735,,-5781.233369205523,1000,predicted,Mean
P31119,311.77724667111335,10,719,337.39050873427703,4.07,,-6628.09104512874,1000,predicted,Exp
P24186,313.98202488309323,10,288,338.5049776895424,4.07,338.95,-3359.7665269243926,1000,predicted,Exp
P0ACC7,310.9681808264879,10,456,318.34440002,4.07,320.15,-2807.296884298781,1000,predicted,Exp
